,idx,class,conversation
192,192,기타 괴롭힘 대화,"아니, 내가 여기 온 지 오래 됐어, 뭐가 문제야?
엄마, 지금은 간단하게 하기로 했어.
아무리 간단하게 해도 너무하다고 생각하지 않아?
엄마, 요즘은 우리만 먹어. 가격도 예전보다 더 비싸졌어.
아들이 돈 못 번다고 놀리는 거야? 아, 믿을 수가 없어.

언제 그런 말을 했어? 너무해.
뭐가 너무해? 오래 살아서 변할 줄 알았는데, 여전히 똑같아. 그때는 결혼시키지 말았어야 했어. 다 내 업보야.
하.
집에 갈 테니까 나오지 마. 며느리가 나 때문에 불편해할 거야.
엄마, 왜 그래?"
193,193,기타 괴롭힘 대화,"야, 또 시작이네.
어머나. 왜 저 거지가 우리 팀을 따라다니는 거지?
내 말이야. 스킬도 없고 현금 아이템도 못 사면 여기서 나가.
야, 얘들아! 나도 팀 배틀에 참가하고 싶어.
우리 말 안 들렸어? 나가. 너 같은 거지는 싫어.
내 말이야. 넌 게임에서 최악이고 쓸모없지만 정말 재밌어.
최소한 빨리 타이핑하고 주도권을 잡아.
하지만 난 너랑 놀러 왔어. 이번 한 번만 같이 놀자.
하. 날 내쫓아. 넌 그럴 수 없어. 멍청한 짓이야.
내 말이야. 네가 호스트니까 영구히 내쫓아."
194,194,기타 괴롭힘 대화,"왜 얼굴이 저래?
왜 내 얼굴이 저래?
못생겼어, 다운증후군 아이 같아.
야. 왜 그런 말을 했어?
내가 사실대로 말했잖아. 화났어?
아니.
야, 내가 장애인 같다고 해서 화났어?
웃기긴 한데, 우리가 똑같으니까.
그러니까"
195,195,협박 대화,"뭐하는 거야!?
누구야?
아니, 우리 바로 옆에서 같은 메뉴와 비슷한 간판으로 사업을 한다면 뭐할 거야!?
아니, 부인, 이 땅이 전부 당신 거야? 내 돈으로 사업비를 내고 있어.
아니, 선생님. 생각해 봐. 지금 우리 가게를 죽이려 하고 있잖아.
웃기지 않아, 선생님. 야, 불법으로 한 게 아니라 자랑스럽게 한 거야. 뭐야? 나랑 싸우려고 하는 거야? 뭐하는 거야?!
선생님, 칼 내려놓으세요. 뭐하는 거야!
나랑 싸우려고 온 게 아니었어? 뭐하는 거야? 해보자! 뭐하는 거야?
칼 내려놓으세요, 선생님!! 선생님, 계속 이러면 큰일 날 거야!!
크든 작든, 싸움을 시작했다면 같이 하자!"
196,196,직장 내 괴롭힘 대화,"박사원
네, 무슨 일이에요, 부장님?
지금 약속이 있어서 나가야 해서, 책상 위에 있는 프로젝트 문서 다 정리해서 타이핑해야 해요.
음?? 지금 김부장님이 주신 일을 해야 해요.
지금 우리 아줌마가 주신 일 할 거예요? 그 사람 곧 다른 부서로 전근가는데, 영원히 볼 거예요? 전화 통화할 거예요?
아니, 그게 아니에요.
그리고 총잡이가 말할 때, 그냥 ""알았어요, 알았어요""라고 하세요. 왜 그렇게 많이 떠드는 거예요? 내가 하지 말라고 하니까 안 할 거예요? 무례한 거예요? 그렇게 자랐어요?
아니, 미안해요.
보기만 해도 너무 짜증나요. 한여름에 땀 흘리는 것보다 더 더럽고, 더 역겹고, 더 개 같아요. 알죠? 무례해 보여도 적어도 내 말은 들어야죠.
네."
197,197,협박 대화,"평화롭게 살자, 제발.
아니, 나는 바람과 비가 좋아. 누군가 죽으면 기분이 나아질 것 같아.
이렇게 하면 할수록 더 많은 무고한 사람들이 다칠 거야.
그러니까 네가 빨리 죽으면 더 이상 무고한 사람들이 희생되지 않을 거야.
제발 정신 차려. 내가 너한테 예전처럼 돌아가라고 말하는 거야.
너는 예전이 얼마나 끔찍했는지 모를 거야. 매일 죽고 싶을 만큼 충분했어.
아니, 지금은 더 심해. 이제 네가 죽는 것만 남았어.
너는 죽어도 돼. 지금 내가 가진 총으로 너를 쏠 수 있어.
총을 쓰는 대신 이야기하자.
그렇지 않다고 했으니까, 네가 한 번만 말하면 방아쇠를 당길게."
198,198,갈취 대화,"돈 있어요?
아니, 없어요.
좋아요, 돈이 얼마나 있어요?
여기 있어요.
그럼 당신 계좌에서 돈을 빼드릴게요.
미안해요. 여기 있어요.
이 애 봐. 비밀번호가 뭐야?
정확한 비밀번호를 원해?
그냥 줄게요. 여기 있어요.
좋아요, 가져가세요.
하."
199,199,갈취 대화,"승희야 돈 없어. 빌려줄 수 있어?
지금 돈 없어. 미안해.
미안해? 미안해하지 말고 빌려줘. 갚을게.
돈 없어. 돈 없는데 어떻게 빌려줄 수 있어?
돈 없어? 뭐 있어? 너무 외로워.
그만해.
동생한테 돈 빌려야 돼. 신입생이지? 속여야겠어.
진짜 그만해. 여기.
뭐야? 돈 있어? 왜 없는 척해?
그만해. 한 번 더 이러면 참을 수 없어.
어쨌든 고맙습니다. 잘 쓸게요. 갚아주세요."
200,200,협박 대화,"혜주. 너 없이는 못 살아.
오빠. 왜 그래? 알았지? 진정해.
혜주. 나 두고 가지 마. 혜주.
놔줘. 농담이 아니었어. 오빠. 알았지?
야! 김혜주.! 너 죽고 나서 나 죽는 거 보고 싶어!? 허!?!?
어서!! 오빠, 그거 내려놔. 칼 내려놔. 왜 가지고 왔어.!!
내 전화 무시하고 날 보려고도 안 해. 허? 내가 너 없이 살 이유가 없어. 너도 나 없이 살 이유가 없어.!!!! 
아. 오빠. 이러지 마. 허? 다가오지 마. 신고할 거야.!
신고? 정말? 신고하자. 어쨌거나 내가 죽으면 너도 죽으니까 시체 가져와. 여기 오지 않을래!?
제발. 날 구해줘.!!!!"
201,201,기타 괴롭힘 대화,"안녕
허?
무시해?
아니
예쁘시네요
허?
예쁘시네요
오 예
오늘 시간 되세요?
아니"
202,202,기타 괴롭힘 대화,"야, 자고 있니?
응.

학교 끝났어? 꼬마야.
밤새 공부했잖아.

어머, 멍청아. 너만 공부하냐?

야, 내가 이렇게 말하는 걸 처음 봤어?

진짜, 그러지 마.
하하, 꼬마야, 너무 웃겨

야, 그만해!
아, 윤수, 멍청아, 욕먹고 있잖아
하하, 꼬마야, 정말 웃기잖아? 야, 그냥 나가, 짜증나."
203,203,기타 괴롭힘 대화,"와 00, 이번에 올린 사진 진짜 예쁘네.
오 예, 고맙습니다!
그래서 사진 보고 옷과 립스틱 사고 싶은데, 어떤 제품인지 알려줄 수 있어? 너무 좋아서 따라하고 싶어서 사진 찍고 싶어.
오. 0000, 여기 있는 제품들.
와, 봤지만 엄청 비싼 것 같아. 어차피 한 장만 찍을 거야, 둘 다 빌려줄 수 있어?
오 예. 빌려줄게.
그럼 빌려주는 동안 피드에 올린 옷도 빌려줘!
오, 사촌한테 빌려줬으니까 빌려줄 수 없을 것 같아.
정말? 근데 정말 궁금해서 언니한테 빨리 받아서 빌려줄 수 있어? 너무 친절해. 믿어도 돼?!
알겠어."
204,204,갈취 대화,"야, 이거 알아?
허?모르겠어?
모르겠어. 비싼 거야?

아 진짜? 이런 건 모르겠어.
이게 진짜 너니까 싸게 줄게, 10만원.
필요 없어.
아니, 이거 비싸고 좋은 거니까 10만원에 줄게. 빨리 가져가.
필요 없어.
모르겠어? 10만원에 가져가. 빨리 10만원 가져와.
정말 필요 없어. 다른 사람한테 팔아."
205,205,직장 내 괴롭힘 대화,"아니, 나한테 커피 만들어 달라고 부탁하는 게 뭐가 문제야?
내가 너한테 커피를 만들어 주려고 출근한 게 아니야.
농담이야? 여기가 네 집이라고 생각해? 여기가 회사야. 여기가 네가 사회에서 사는 곳이야.
다시 한 번 말하지만, 나는 출근하려고 왔어.
네 부모님이 네가 이렇게 행동하는 걸 알 거라고 생각해?
왜 부모님 이야기를 꺼내? 지금 네가 하는 건 직장 괴롭힘이야.
뭐라고? 직장 괴롭힘? 나는 20년 넘게 신입 직원들과 일해 왔지만, 너 같은 사람은 처음 봤어. 직장에서 네 미래는 쉽지 않을 거야.
네가 한 번 더 나한테 언어적 학대를 하면, 내가 그것을 기록해서 직장 괴롭힘으로 신고할 거야.
뭐라고? 당장 여기서 나가! 이 회사는 농담이 아니야.
그럼 내가 나갈게."
206,206,협박 대화,"강도 맞고 싶지 않다면 내 주차 공간에 주차하지 마.
뭐? 무슨 소리야?
여기가 내 주차 공간이라고 했어.
아파트 단지 주차장이 네 거야?
네가 어느 아파트에 살고 있고 가족이 누구인지 알아.
내가 뭘 하길 바라는 거야? 신고할 거야.
모두를 납치해서 강도 맞고 싶지 않다면 내가 친절하게 말해도 멈추지 마.
그런 위협에 내가 무서워할까?
내가 친절하게 말해도 들어오렴.
지금 신고할 거야."
207,207,직장 내 괴롭힘 대화,"현주야, 머리는 어디 갔어?
허?
신이 머리를 쓰라고 주지 않았어?
뭐야?
궁금해서 그러는데
그냥 장식으로 쓰는 거야?
내가 너무 가혹한 거야? 머리는 장식에 가깝다고 생각해.
제발 숨겨줘.
어머, 일도 못 하는 거 봐, 떠드는 거 봐. 누가 데려가?
힘들 거야.
사과해."
208,208,직장 내 괴롭힘 대화,"야, 너, 매니저, 이리 와
좋아, 뭐야, 매니저?
아직 서두르라고 안 했어
그냥 하는 거야
야, 빨리
미안해
사람이 무능할 수 있는 한계가 있어
미안해
잘하자, 잘하자
빨리 해줄게"
209,209,갈취 대화,"야, 돈 가져왔어?
아니. 오늘은 안 가져왔어.
오늘 돈 필요하다고 했잖아.
그게 다야. 용돈 안 가져왔어.
그럼 너가 직접 가져왔어야지.
미안해.
미안하면 어떡해? 학교에서 힘들게 지내고 싶어?
미안해. 내일 꼭 가져올게.
내일 안 가져오면 내 얼굴을 보여줄 수 없을 거야.
알았어. 알았어. 미안해."
210,210,갈취 대화,"야, 돈 있어? 급히 돈이 필요한데 돈이 부족해. 줄 수 있어?
아니, 돈이 없어. 미안해.
아니, 줄 수 없어? 일하러 가서 일어난 일 다 말해 줄 수 있어? 괜찮아?
야, 뭐가 문제야? 그게 그거랑 뭔 상관이야? 내가 그렇게 하면 내 일을 제대로 못 하잖아.
그게 네가 일하러 못 가는 것과 무슨 상관이야? 내가 너한테 말하면 해고당하고 나한테 주지 않을 거야, 그렇지?
미안해, 줄 돈이 없어. 그러지 마.
아니? 내가 이렇게 말해도 주지 않을 거야? 그보다 더 심한 짓 할 수도 있어.
그러지 마. 미안해.
일만 할 줄 알아? 부모님께 말할게. 괜찮아?
아니, 전혀 아니야. 그러지 마세요."
211,211,갈취 대화,"가져왔어?
여기
오늘 왜 이게 내가 할 수 있는 전부야?
엄마한테 더 이상 말하고 싶지 않아, 엄마가 알아낼까 봐
어머, 엄마가 무서워하는데 내가 무섭지 않아?
아니, 그게 아니야, 엄마가 걱정하는 거야
엄마가 더 걱정하게 만들고 있어?
미안해.
더 있으면 더 줘
좋아. 여기
펑크가 이해할 수 있도록 정말 무서운 말을 해야겠어."
212,212,기타 괴롭힘 대화,"안녕 여러분!
그 미친 놈이 나한테 인사했어? 너무 짜증나.
소연아. 내가 뭘 잘못했어?
뭐라고? 아니, 그냥 네가 착하게 행동하는 게 싫어.
소연아 놀리지 마. 넌 진짜 된장 같아.
미친 된장. 진짜 된장. 하지만 예쁜 척하는 건 역겹다.
뭐야, 너희들? 미안해.
또 착하게 행동하네. 아, 진짜 역겹다.
뭔가 이상한 냄새가 난다. 가자.
안녕 여러분. 말해. 내가 뭘 잘못했어?"
213,213,기타 괴롭힘 대화,"안녕하세요, 아버지. 저는 당신 딸의 남편이 될 길동입니다.
오. 환영합니다. 그는 정말 키가 큽니다. 우리 딸은 첫눈에 반할 것입니다. 가족은 어떻게 지내세요?
저는 아버지, 어머니, 두 여동생이 있습니다.
제 예상과 달리 그는 공과대학을 졸업했습니다. 글쎄요, 저는 학력이 그렇게 중요하다고 생각하지 않습니다. 부모님의 학력은 어때요?
저희 부모님의 아버지는 고등학교를 졸업하셨고 어머니는 대학을 졸업하셨습니다.
고등학교와 대학. 대학은 들어본 적이 없습니다. 우리 가족은 학력이 낮아서 돈이 거의 없고 사이가 좋지 않습니다. 그들은 항상 누가 더 잘하는지 다투기 때문에 솔직히 말해서 그들은 모두 멍청하다고 생각합니다. 그럼 당신을 믿어도 될까요? 부모님 두 분의 학력이 낮다면 당신도 꽤 낮을 겁니다.
오. 저도 고등학교를 졸업했습니다. 상업 고등학교를 졸업하고 바로 취직했습니다.
야, 야, 부모님의 학력이 중요한 이유가 바로 이거예요. 딸이 결혼하면 고등학교를 졸업할 수 있을지 어떻게 알 수 있어? 딸의 교육은 너무 소중하거든.
대학에 꼭 보낼 거야. 열심히 공부하게 하면 잘 키울 수 있을 거라는 확신이 있어.
고등학생이 하는 말을 어떻게 믿을 수 있어? 알잖아? 폭력적 성향이 있을 수도 있잖아. 도시별 범죄율을 보면 가난한 도시가 왜 범죄율이 더 높을까? 네 가족이 어땠는지는 모르겠지만, 그렇게 화목하지는 않았을 거라고 보장할 수 있어.
아냐, 아빠. 우리 가족은 완벽하게 화목해! 부모님은 둘 다 슬픈 곳에서 최선을 다하고 있어.
널 믿을 시간이 없어. 딸이 다시 결혼하기 힘들 수도 있고, 가족이 많이 이야기하고 서로를 돌보는 곳으로 보내고 싶어. 왜 이런 가족의 아이들이 좋은지 모르겠어."
214,214,갈취 대화,"아, 장씨 오랜만이네요
아니, 누구세요? 김씨가 아니에요
잘 지내세요?
잘 지내세요. 뭐가 문제예요?
아니, 아무것도 아니에요. 급히 돈이 필요해요
김씨, 뭐가 문제예요? 돈 빌려주는 게 아니에요.
누가 돈을 빌려달라고 했어요? 기부하라고 했어요. 장씨, 내가 힘들 때 도와준 적이 기억 안 나세요?
무슨 도움이었어요? 여기 온 게 다 이거였어요? 나도 힘들어요. 가게 운영이 힘들어요
금고 열어달라고 했어요? 주머니에 돈 넣어달라고 했어요
손 씻었다고 하지 않았어요? 뭐라고요? 그냥 주세요. 폭력 싫어요. 그냥 주세요."
215,215,기타 괴롭힘 대화,"혜민아 나 두고 가면 안 돼
뭐? 헤어지라고 했잖아.
아니? 헤어질 수 없어. 아니, 헤어지지 않을 거야.
그만하자, 오빠. 너무 피곤하고 지쳐.
나도 사랑한다고 했잖아. 이런 날에 어떻게 헤어질 수 있어?
너무 답답해. 오빠가 이럴 때마다 정말
나랑 헤어지면 편하게 살 수 있겠어? 내가 가지고 있는 오빠 사진 회사에 나눠줄 수 있어?
뭐.뭐? 오빠, 못 가. 진짜 소름 돋아.
너 찍고 싶어서 매일 사진 찍었는데 문제야? 헤어지지 말자.
내 허락 없이 사진 찍었어!"
216,216,기타 괴롭힘 대화,"실례합니다. 마스크 착용 부탁드립니다
아, 백신 2차 접종했어요
하지만 다들 마스크 착용 부탁드립니다
아니, 이게 뭐고 저게 뭐예요
허? 이건 기본적인 행동이 아니에요
요즘 젊은이들
실례합니다. 뭐라고 하셨죠? 경찰에 신고할게요
전화 주세요
다른 사람들을 더 배려해 주세요
니나, 착하게 지내세요, 당신은 그저 가게일 뿐이에요"
217,217,직장 내 괴롭힘 대화,"김 선생님, 저는 블라인드 데이트를 갑니다.
네?
좋은 사람 소개해 주세요.
지난번에 제가 당신을 위해 했어요.
아니요?
네.
그럼 저와 데이트해요.
네?
제가 여자친구를 사귈 때까지 저와 데이트해요.
네?
왜요? 저와 같이 일하러 가고 싶지 않으세요?"
218,218,직장 내 괴롭힘 대화,"저기. 아, 맞아요.
전화했어요?
이 문서를 정리해서 오늘까지 마무리해.
음. 퇴근까지 한 시간밖에 안 남았잖아.?
하지만 내가 뭘 하라고 하는 거지? 네가 못 하게?
아니, 그게 아니야. 내일까지 못 하게?
허. 이 애 뇌가 조금 자라서 말대꾸하는 거야? 뭔가 하라고 하면 엄청 떠드는 거야?
그거. 오늘 중요한 약속이 있어.
네 약속이 일보다 더 중요한 거 맞지? 이 전근을 기대해.
아. 미안해. 오늘 끝내고 갈게."
219,219,협박 대화,"너 같은 사람이 어떻게 내 동생과 결혼할 수 있어?
선아. 왜 이러니? 네 동생 정말 사랑해. 네 동생도 날 사랑한다고 했어.
아니? 언니가 너 같은 사람이 불쌍해서 그러는 거야.
네가 불쌍해? 아니야. 우리 정말 진지해, 선아. 날 받아들여.
너 같은 사람은 절대 받아들일 수 없어. 인정할 수 없어!
어떡하지? 받아줄래?
언니가 정말 널 사랑해? 평생 한 손을 못 쓰게 만들어도 널 사랑할까?
갑자기 무슨 소리야? 왜 손을 못 써?
널 받아들일 거면 한 손가락 못 쓰게 만들어도 날 미워하지 않을지 봐야지.
가자. 가자. 왜 갑자기 이러니? 선아. 제발 우리끼리만 이야기하자. 알았지?
닥쳐. 움직이지 마. 내가 이걸 잘못하면, 당신은 손가락 하나만 못 쓰게 되는 게 아니고, 손 전체를 못 쓰게 되는 게 아닙니다. 지금 당장 때려주세요, 선생님.
아. 안돼! 제발!"
220,220,협박 대화,"이걸 안 하면 맞을 거야.
지금 당장 할게. 10초 안에 안 하면 또 하나 넣을게.
알았어.
그냥 두지 말라고 했잖아. 죽고 싶어?
미안해.
정신 차리려면 한 번 때려야 해. 네 머리를 날려버릴 거야.
미안해.
팔다리를 정상으로 되돌리고 싶다면 제대로 해.
알았어."
221,221,갈취 대화,"야, 합의하면 영상 삭제할까 그냥 배포할까?
합의할게.
알았어, 100만원 정산금 입금하고 전화해. 바로 답장해.
편의점이 좀 멀어서 시간 좀 줄 수 있어?
5분 안에 빨리 입금해.
응, 가는 중이야.
돈 프린트해서 보내줄게. 바로 확인할 수 있게.
잠깐만 기다려.
빨리 보내지 않으면 바로 배포할게?
입금했어."
222,222,협박 대화,"돼지야, 너는 돼지야. 돼지야, 오늘은 네가 하는 말을 다 들어줄게
갑자기? 왜? 우리는 절친이잖아.
친구? 친구처럼 말해. 언제 내가 네 친구였어? 내가 너무 친절하게 행동해서 이게 떠오르는 거야?
뭐라고? 왜 갑자기. 먼저 나가서 이야기하자. 어제 너를 거절했기 때문인가?
너를 그렇게 심하게 대해야 할까? 살이 찌게 될 거야. 이 약을 먹어.
무슨 약이야? 다이어트 약이야?
다이어트 약이야. 이걸 먹으면 네 피가 다 뿜어져 나올 거야.
뭐라고? 독이 아니야?
응, 독이야. 빨리 먹어.
왜 갑자기? 다시는 너를 거절하지 않을 거야. 좋은 친구가 되자. 알았지?
너무 늦었어. 내가 기회를 줬을 때 잘했어야지."
223,223,기타 괴롭힘 대화,"공부해서 행복한 거야? 쉬는 시간 몰라?
숙제 안 하잖아.
집에서 숙제 해? 몰라?
집에서 하는 걸 깜빡했어!
어머나. 그 외톨이들은 네가 하라고 한 대로 안 해.
알았어, 가.
하고 싶지 않아? 내 숙제 방해하고 싶어.
왜 그러는 거야?
그냥 내 감정일 뿐이야. 쉬는 시간인데.
그만해.
뭐야? 요즘 날 귀찮게 하는 거야?
아니. 미안해.
정말 귀찮아. 내 눈에서 사라져."
224,224,갈취 대화,"안녕하세요. 저는 당신의 아이를 맡고 있습니다.
당신은 누구세요?

아이가 조용히 저와 함께 있으니 돈을 좀 가져다 주세요.
네? 네. 얼마 필요하세요?
500만 원만 가져오세요.
조금만 시간을 주시면 빨리 가져다 드리겠습니다.
경찰에 신고하시면 알겠죠?
부탁드려요. 말씀하신 대로 하겠습니다.
오래 기다릴 수 없어요.
네, 바로 드리겠습니다."
225,225,갈취 대화,"야, 동생아, 이번엔 컴퓨터 사러 갈 테니 돈 좀 더 줘. 나도 돈 없어. 미안해. 저번에 네 잔액 봤어. 나도 뭔가 사고 싶어서 저축한 거야. 아, 조금 써보고 다음 달에 원하는 거 사면 돈 좀 더 줄게. 미안해. 약속은 안 지키잖아. 장난하냐? 왜 형제끼리 몇십만원 주고 이러는 거야? 형제라도 이유가 있는 거야. 그럴 리가 없지? 지금 네가 입고 있는 거 다 내가 산 거 알아? 아, 뭐가 문제야? 다시는 입지 마. 내 방에 들어오지도, 연락도 하지 마. 형이라고 부르지도 마. 나쁜 놈이야. 아니, 왜 그러는 거야? 나가. 그냥 남들처럼 살아, 은혜 갚지 못하는 놈."
226,226,갈취 대화,"어머! 지갑 안 가져왔네. 이번에는 사야지.
야. 지난번에 지갑 안 가져왔으니까 내가 사줬어.
야! 이 음식 얼마야?!
음식은 중요하지 않아. 편의점 갈 때마다 돈 없다고 하면서 사달라고 하잖아.
용돈 많이 주잖아!!
하지만 내가 계속 사줘야 한다는 건 아니잖아!?
친구들이 왜 그럴까?
그게 친구의 역할이라면. 나는 너랑 친구하고 싶지 않아.
야! 지갑 뺏기 전에 빨리 사. 우리 때문에 너 뒤에 있는 사람이 돈 못 갚아.
야. 진짜. 여기서 사."
227,227,협박 대화,"뭘 보고 있니?
왜 싸우니?
끝까지 날 보고 있니? 내 눈을 뽑아내고 싶어?
아니, 널 한 번만 봤어.
어디에 사니? 오늘은 어디에 사니?
뭐하고 있니? 경찰 부르기 전에 그만해.
전화해! 전화하는 순간 죽여버릴 거야.
그만하고 가. 미안해.
그 애가 장난치고 있어. 잡히고 싶지 않으면 눈을 감아.
응. 미안해."
228,228,직장 내 괴롭힘 대화,"선배님 주말과 퇴근 후에 단체 채팅방 보내주세요
생각날 때마다 올리겠습니다
네, 하지만 잔업 같고 하나하나 답장하거나 다 읽는 건 어색하니까 부탁드려요
제 나이에 방금 한 건 다 잊어버려요
하지만 자정과 주말은 기본적인 예의가 아닌 것 같아요
다 답장 안 해도 괜찮아요
어제 회의 때 카톡 답장 안 한다고 혼냈어요
다음날 답장하라고 하셨잖아요
그러니까 퇴근 후에 잔업인 것 같아요
내일 답장 가능하면 언제 출근하는지 알려주세요
제 나이에 다음 날은 잊지 않을 거예요"
229,229,갈취 대화,"민주야 입술 뭐 바르고 있어?
아, 로드샵에서 산 새제품이야, 세일때 샀어
근데 쿨톤이라 너한테 안 어울릴 것 같아?
아 진짜?
응, 남았어, 이게 너한테 더 어울릴 거야. 너한테 바꿔줄게
응??? 내 건 새거고 한 번만 썼는데 너 건 비어있어???'
아니, 내 친구가 너한테 더 어울리는 색을 골라준 진심을 무시하는 거야?
아니, 그게 아니야, 차이가 너무 커
야, 너한테 안 어울린다고 했잖아? 정말 날 이해 못하잖아?
왜, 왜 그래.
이거랑 바꾸라고 했잖아, 이게 더 어울려? 진짜 외톨이야, 정말 날 이해 못하잖아?
알았어, 알았어."
230,230,직장 내 괴롭힘 대화,"영재야, 너는 아침에 일찍 일어나서 너무 일찍 출근하잖아.
미안해.
일찍 오면 늦게 오면 내가 뭐하냐? 무슨 말이야??
미안해.
다음 버스를 타거나 가게에 가서 좀 쉬면 돼. 나는 상식이 없어.
네, 알겠습니다, 선생님."
231,231,협박 대화,"나랑 헤어질 거야?
이미 헤어지기로 했어
난 참을 수 없어, 하지만 넌 너무 쉬워
미안해
왜? 회사에 새로 들어온 신입사원이 그렇게 예쁘니?
뭐야?
어제 널 기다리고 있었는데, 둘이 꼭 껴안고 퇴근했어? 길거리였어? 모텔이었어?
미안해.
아니, 미안해할 필요 없어. 내가 널 쫓아가서 태워줬잖아. 혼자 두지 않을 거야
혜주야, 미안해. 그러지 마. 다 내 잘못이야."
232,232,협박 대화,"손 들어
너 누구야?
손 들어. 내가 널 쏘기 전에.
응? 넌 누구야, 왜 나한테 이러는 거야?
헛소리 그만하고 내가 하는 대로 해.
응.
거기서 한 걸음만 더 나아가면 널 쏠 거야.
왜 이러는지 말해?
알면 다칠 거야. 아무 말도 하지 말고 내가 하는 대로 해.
응, 알겠어."
233,233,협박 대화,"야, 너 집 정말 작은데? 이렇게 크다면 아마 너 집 크기일 거야.
허?아니. 내 집은 이보다 커.
내 집은 이 차보다 커. 이 차는 고시원보다 커.아직 정신 못 차렸구나. 갇혀 있을 때 뭘 잘못했는지 생각해.
아니, 얘들아, 미안해. 내 잘못이야.
아니, 넌 아무 잘못 없어. 우리 앞에 나타난 게 잘못이었지.
얘들아, 날 구해줘. 왜 문을 잠그고 있어?
문 잠겼어? 그럼 열고 나와. 저 차 곧 폭발할 거야. 그러니까 살고 싶다면 그 일이 일어나기 전에 나가야 하지?
제발, 제발, 날 꺼내줘. 다시는 나타나지 않을 거야.
갇혀 있는 것도 나타나지 않는 방법이야. 잘 빠져나오려고 노력해.
얘들아, 날 구해줘."
234,234,기타 괴롭힘 대화,"야, 저 남자 봐.
그는 유행하는 옷을 입고 있어.
호박에 선을 그으면 수박이 돼.
역겨워. 그는 못생겼어.
내가 들을 수 있어. 그만해.
그리고 그는 내가 들을 수 있도록 소리치고 있어.
내가 뭘 잘못했어?
네가 그거야!
그는 못생겼고, 그는 외톨이이고, 그는 공부를 못하고,
그리고 그는 친구가 없어서 학교에서 외톨이야."
235,235,갈취 대화,"안녕, 안녕
. 안녕, 안녕.
오늘 택시 요금 없어. 좀 빌려줄래??
허? 돈 없어.
야! 넌 항상 돈을 가지고 다닌다는 거 알아!
아니. 오늘은 없어.
이게 현실이 되기 전에 줘
아니
너는 정말 네 자신을 돌봐야 해
이럴 리가 없어!"
236,236,협박 대화,"어제 누구랑 있었어?
내가 친구들과 이야기하고 있어서 전화한 줄 몰랐어.
내가 전화한 줄 몰랐다면, 남자친구인 나를 무시하는 거야.
왜 그렇게 설레?
설레? 다른 남자가 있어서 거짓말하는 거야?
뭐라고? 날 더 생각하지 않아?
널 계속 볼 수 없어, 믿을 수 없어!
다른 남자와 바람피우고 헤어지는 거야? 제대로 말해, 입을 찢어발기기 전에.
말 조심해. 왜 나한테 그런 표정을 지어? 정말 끝났어.
헤어지는 거야? 통제할 수 있는 일이라고 생각해? 부모님은 괜찮아? 매일 집 앞에서 인사해야지.
뭐라고? 날 위협하는 거야?
아니야. 딸을 제대로 교육할 수 있도록 멋진 부모님과 조용한 곳에서 이야기해야지.
지금 당장 물러나지 않으면 경찰에 신고할 거야.
병원에 갈 곳을 알아두세요. 두 발로 걸을 수 없을 거예요."
237,237,기타 괴롭힘 대화,"미주야, 중간고사 잘 봤어?
아니.
왜?? 몇 점이었지?
그냥 잘 못 봤어.
미주는 반에서 꼴찌고 학교에서도 꼴찌야, 낄낄거리며.
와. 그렇게 잘해?
머리는 장식일 뿐이야!?
얘들아, 그만해.
아, 그만해. 빈손으로 진실을 말하고 있잖아.
그만해."
238,238,갈취 대화,"허니버터칩이 아니야? 와, 누가 먹었어?
맛있네, 너도 사야지.
아무리 노력해도 못했는데, 맛이 궁금해서 줘.
하나 줄게, 여기.
아니, 쿠키 하나만 주는 게 아니라, 한 상자 다 줘.
뭐? 아니, 나도 이거 구하는 데 힘들었어.
야, 너 먹었으니까 나도 한 번 먹어보게. 너 친구랑 먹는 거 그렇게 싫어?
그래도. 나도 구하는 데 힘들었어.
야, 다른 사람과 같이 먹는 게 그렇게 힘들어? 혼자 먹지 말고, 나랑 나눠 먹어. 대신 너희한테 한 개씩 줄게. 줘.
알았어. 나한테 맡겨."
239,239,직장 내 괴롭힘 대화,"왜 매일 아무것도 안 먹어? 네가 그렇게 마른데 남자들이 좋아할까? 회식 때 끙끙거려. 여자로서 널 보는 게 싫어.
선배. 소화기관이 안 좋아서 많이 못 먹어. 불편했다면 미안해.
한 번이 아니라 여러 번. 널 보면 사람들이 식욕을 잃는다. 그리고 왜 남자 동료들하고만 지내? 눈짓해?
그게 아니야. 성격이 비슷한 사람들하고만 어울려.
여자 동료들은 다 알아챘어. 남자들에게 그렇게 눈짓해?
아니. 어머나.
그만해. 넌 이미 못생긴 사람이야. 아, 하지만 오늘 밤에 데이트가 있어서 일찍 퇴근하고 퇴근할게.
알았지? 뭐든.
그럼 우리 부서 남자들과 있을 때 다른 남자들과 썸을 탔다는 소문을 퍼뜨려야 하나? 여자들이 수군거리는 게 얼마나 무서운지 모르잖아.
그러지 마. 들어볼게요."
240,240,기타 괴롭힘 대화,저는 제가 나보다 뛰어나다고 생각해서 스킬을 따라가지 못해 플레이어를 죽인 것 뿐입니다.
