,idx,class,conversation
566,566,기타 괴롭힘 대화,아가씨여기뭐가맛있어여기볶음밥이맛있습니다아가씨도먹어봤어?네제가먹어봤는데맛있어요아가씨도맛있어보이는데네?아니라맛있어보인다고하.기분나뻐?기분나쁘면이런데서알바하지말아야지신고할거에요
567,567,기타 괴롭힘 대화,대체왜너만보면빡치니깐나좀그만괴롭혀난괴롭힐려고학교나오는데나너무힘들어너때문에고만좀질질짜라.쟤우는것좀봐난아직심하게한것도없는데쟤힘들데더괴로힘을당해봐야진짜힘든게뭔지알지으흐흑그만해제발.
568,568,기타 괴롭힘 대화,나이번에장난감총샀다!!오진짜?한번봐봐보여줘멋있지?이거쏴보고싶은데야쟤한테쏴봐재밌겠다야너거기서있어봐응?장난감총샀는데너한테써보려고.그러지마.아프잖아뭐가아파가만히있어봐이러지마.나
569,569,갈취 대화,1억준비해라누구야?너달에한거다알고있다사진도있어뭔소리야?그래?당신뭐야?사진있다고말했다.1시간안에1억준비안하면니회사에제보한다도대체왜긴말안할테니후에놀이터에서보자여보세요?여보세요?
570,570,갈취 대화,야너돈좀있냐?아니.없는데마니지갑에돈있는거다봤어있으면어쩔건데.어쩌긴뭘이새끼야헌납해야지내가왜그래야하는데.이덜맞았네이제그만해.더쳐맞기싫으면가진거다내놔.알았어미안해
571,571,협박 대화,집앞이야나와나집아니야너방불알아나와.부모님계셔시간도너무늦었고.잠깐이면돼나오라고전화로하면안돼?나가기가곤란해.내가올라갈까?아니제발.다음에이야기하자너나올때까지여기밑에나보이지?제발그러지마나올때까지기다린다.안나오면너네집에불지를줄알아.
572,572,기타 괴롭힘 대화,아냄새야여기어디서하수구냄새안나?아우뭐야이냄새?아얘냄새인가보다아니야.어우얼른맡아봐얘냄새인지아싫어더러워얘들아냄새안나?!아니야나아니야.너가말하니까그냥가만히닥치고있어
573,573,갈취 대화,아이유콘서트티켓이네?응정말힘들게티켓팅했어나도보고싶은데그렇게재밌어?응응라이브최고야아그럼이거나주면안돼?뭐???나도아이유콘서트가고싶은데내가다음에티켓팅성공하면줄게안되는데안되는게어딨어친구들끼리그러지마저번에애들이괴롭힐때내가도와줬잖아안그랬으면너걸레빤물흠뻑뒤집어쓰고집에갔을걸?그냥나한테그때도움을갚는다고생각해아.생각해볼게알려줘
574,574,협박 대화,자네와이프이쁘네저하고얘기하시죠내가시킨거만잘해주면돼좀곤란합니다.니손을쓸수없게그건그럼내가시키는대로해시키는일할게요니손절단시키고않으면잘해야네알고있어요.
575,575,갈취 대화,학생일로와봐네?.돈없어요아니돈빌려달라는거아니야네왜그러세요?돈좀넘겨.빌려달라는거달라는거야저돈없어요그게얼만데?보자와많네5만원짜리있네제전재산이란말이에요미안이번만신세좀안돼요!여기도와주세요!
576,576,직장 내 괴롭힘 대화,오최대리옷차림이쁜데?뭐어디남자저기조심하셨으면엥?왜뭔데성희롱적발언같아서허참정그럼네가그런말듣기옷을이쁘게입질말던가네.없네
577,577,기타 괴롭힘 대화,고칠생각없어?응?왜?아니서경석코잖아화살코그말좀기분나쁜데코성형해봐그럼외모비하야넌얼마나이쁘다고너생각해서해준건데왜기분나쁘게받아들이냐기분나쁘잖아.아니너난이쁘냐고이쁜거같은데넌수술해야이뻐지는거고나는그래너잘났다.
578,578,기타 괴롭힘 대화,넌왜맨날줄넘기제대로안해?응?아.줄넘기잘못해서.거짓말.너줄넘기할때마다가슴출렁거려서그렇지?.아니야.그런말하지마.왜?다른다알잖아그런거아냐.키는작은데왜가슴만크지?다가슴으로간건가?그렇게큰거아니야.그만해와그게큰게아니야?달리기때랑줄넘기할때남자애들이니보던데?너진짜나쁘다.하지말라고계속너도그런시선즐기는남자애들이쳐다봐줘서좋아하는줄알았지
579,579,기타 괴롭힘 대화,아야애야조심해야지아줌마가뭔데우리딸한테뭐라그래요?아니애가뛰다부딪혀서애가뛰어놀수도있지아줌마는어렸을때장소에뛰어놀아야죠애들이그걸구분하면애에요?어른이지?아휴.진정하세요우리애기죽이고그래요집에서도혼한번안내고자라는애인데.갈게요아줌마사과하고가세요!!!!!!!!!!!!!!
580,580,협박 대화,난너때문에내인생이망가졌어.널죽여버리고싶어.죽일거야.뭘잘못했는데도대체!넌내게지난1년동안줬어.신고할거야.경찰에.신고해봐어디.그전에널죽일거니까.난총을가지고넌날못쏴.아니?난쏠수있어.그리고너같이아니넌날못쏴.그리고이미경찰이오고있어.그말안믿어.빌어.절대안빌거야.
581,581,협박 대화,누구세요?너때문에내딸이죽었어.운전만안했어도.왜이러세요.딸은친게자기가넘어진거라구요.입너만아니었어도.네가갑자기클락션만아니그러면애가위험할까봐클락션울린게죕니까?널죽이고나도감옥가고지옥갈꺼야.이거계속그러시면경찰부릅니다.이문부수고죽이고우리이쁜딸한풀거야.아저씨그쪽따님은제가죽인게아닙니다.시끄러워!
582,582,협박 대화,돈은준비됐지?이짓도이제끝이야.저새끼는어떻게하지.아무한테도말안할게요.제발살려만안닥치냐?입꼬매줘?죽이자니귀찮고놔주자니얘기하고다닐것같고.그냥빨리어디묻어버리고가자제발.제발살려주세요.집에어린딸이있습니다.제발.아.이게진짜.딸도찾아내서묻어버릴까?조용히가자제발.
583,583,갈취 대화,사부인저희혼수는어떻게할까요?네?애는혼수문제는다끝났다고.무슨소리세요?저희쪽에서애들했으니당연히그정도에맞게해주실거죠?혼수문제까지다끝났으니까.걱정말라고.아니제아들이부담주기그런거같은데그래도이건예의가아니죠.아.어떻게더해드릴까요?집안자식싫었는데.쯧쯧.저희가부족해서말씀해주시면다준비하겠습니다.아니됐고그냥현금으로주세요.정도해주실수있죠?그렇게큰돈이.어떻게.방금다그렇게알고있을테니결혼문제없이성사시키고싶으시면알아서하시고애들싶으면그냥두세요.
584,584,갈취 대화,야!!!너이리와봐!!!!너이새끼!!!너신발예쁘다돈좀줬겠는데.그신발한번신어보자!!아왜그러세요.이새끼가맞고싶나한번신어보겠다잖어!!!!벗어봐!!!!와이거나한테잘어울리지않냐!!!!그러게너한테더잘이건내가신는다안돼요.저생일선물로받은건데이줄래?그냥줄래!!!!네.
585,585,기타 괴롭힘 대화,친구야지방대편하고좋아너네학교애들은공부안하고술만먹지?아냐다들열심히해.에이지방대가무슨!말도우리학교무시하지무시당할만하지너네입시결과도안좋잖아.부실대학이고!좋은학교야!나같으면보내줘도안가겠다.하지말라고!
586,586,협박 대화,너는여기에와서는사람이야알고있지?애들죄인가요?학력은거짓말이여도그래도애들성적이오르면좋은거아닌가요?학력위조주제에무슨말이많어.그러고도니가뻔뻔하게나불거려?그래서다환불해드린다고했잖아요.돈이필요하지않아.너같은건이세상에있는게죄야.제가다잘못했어요살려주세요.어떻게이년을목을날리기에는재미가없는데다신앞에살려주세요.너같은건없어져야한다니까어딜나대잘못했어요.죄송해요.목숨만은살려주세요.
587,587,기타 괴롭힘 대화,너머리스타일그게뭐야진짜안어울린다누구따라한거야따라한건아니고.하긴누구따라한다고닮는것도아니고얼굴이그모양인데나처럼이뻐야어울리는거야너는못생겨서아무리이뻐지려고불가능이야너무해
588,588,기타 괴롭힘 대화,다날씬하고예쁜데너만내모습에만족해그만해뭘너지금아이스크림먹는거나그만해먹고싶은거먹고행복한좋아뚱뚱하고못생긴보는내가안행복해어쩌다저런걸낳아서는.엄마의기준에나를맞추지마엄마의기준이아니라누가봐도너는뚱뚱하고못생겼어제발그만해우리가족말고는아무도나한테뚱뚱하고못생겼다고안해우리가가족이니까솔직하게말해주는거야!남들은가식이야제발내자존감좀그만깎아내려
589,589,기타 괴롭힘 대화,어제왜내꺼레벨안올려놨냐?아.어제형이컴퓨터써야한대서.그럼형이다쓰고나면내꺼레벨올려놨어야지장난하냐?밀렸잖아.미안해.오늘가서올려놓을게.야오늘거는어제레벨이아열받게하네.최대한.열심히해볼게.화내지마.이런거하나똑바로못하니까지금왕따나당하고알아?.미안해.모자란새끼이딴식으로하면또애들앞에서쪽팔림당하기싫으면잘해라.응.알겠어.잘할게.
590,590,갈취 대화,어이아줌마멈춰서봐무슨일이시죠?아줌마가끼고있는목걸이랑반지비싸보이는데얼마야?당장나한테어맛소리하시는거예요경찰에신고할거예요!어이아줌마좋은말로할때반지랑목걸이내놓고가지?마세요.!!!거참그냥쉽게쉽게주고가면될문제를어렵게만드네이아줌마진짜한발자국만더다가오면신고한다.!!휴대폰도없는게신고는무슨신고그냥빨리반지랑목걸이내놔주변에누구없어요?도와주세요!
591,591,갈취 대화,쟤꺼뺏자누구?저앞에?야!!!!네??저요?니말고또있냐귓구멍네.?어리버리하게있지말고담배좀사와저.신분증없어서니면상이면팔아얘싫으면현금이라도내놔아뇨편의점가볼게요
592,592,협박 대화,동업안할거니찾아오지말게아니이문전성시갈비집을2호점내자니까대박나나는욕심없고그냥내능력에딱아니이친구는왜이렇게말귀를못알아먹어갑자기칼내려놓게내가나좋자고동업하자해?너도좋고좋고돈방석에안게해주겠다니까우선친구칼내려놔동업하지는말먼저하게안그러면내가칼로자네도조져버리고자네식구들도다조져버리겠네우선진정하게친구동업이야기는천천히생각해보겠네죽기는싫은가보네?처음부터귓구멍열고좀좋은가험한꼴안보고진정하게뒤에가서딴말하면진짜다조져버리겠네나눈에뵈는것이없네친구
593,593,기타 괴롭힘 대화,안녕누구신데요.너가제발돌아다니지좀그게너보기가힘들대.아는척안하면되잖아내눈앞에서자꾸보이잖아할말이없네조심히좀너나잘해
594,594,갈취 대화,아줌마또여기서뭐드려요?누가여기서했냐고.허가받았어?한번허가받은사람만장사하는구역이야.장사얼마안되서그런거잘몰라요.장사도안되고봐주세요.시끄럽고내일까지내라고안그러면재미없어.오늘3000원어치팔았는데돈이어딨어요.
595,595,갈취 대화,야!너돈좀내놔봐나돈없어찐따같이굴지말고돈내놔니가내손에갈기갈기죽어터져봐도그리말하는지볼까?정말이야엄마한테받은동전몇개밖에없다고그럼기다릴께집에가서돈좀가져와제발그러지말아줘.딱무슨수를써서라도돈가져와제발살려줘
596,596,직장 내 괴롭힘 대화,우리점심은뭐로먹을까요?부장님이카드도주셨는데비싼걸로어디가좋을까요.어디로갈까요?아!민희씨는오늘야근그렇지.오늘무슨야근요?오늘은모처럼부장님카드받았는데다음날해도되는일이면오늘같이가죠?아니야.오늘해야되는일이야.아네.저는죄송합니다민희씨한테왜그래요?오늘일저애는비정규직이잖아요.회식비에저애까지필요없잖아요.오래일할것도아닌데요.그건그렇죠..우리회사직원이라고볼수는없으니까요.
597,597,협박 대화,문안열어?문싫어내가열어야해꺼져그냥.이씨발년아내가너죽여버린다.바람핀년이왜이렇게떳떳해?그럼너는클럽간건괜찮아?너죽일려고왔으니까안열면그냥뿌시고들어간다.경찰에신고할거야.한번만문신고해너도죽고나도죽는거야그럼.진짜신고할거야.지금집앞에이상한있는데빨리신고해?문너죽여줄게.꺼지라고꺼져!
598,598,기타 괴롭힘 대화,승미빵우유사와응근데돈을줘야사오지야장난하냐.언능사와라알앗어어쭈걸어다니지여기아놔딸기우유사오라니깐흰우유사와바꿔와라딸기우유가없엇어쵸코우유로바꿔와라흑흑
599,599,직장 내 괴롭힘 대화,죄송합니다.제발보내주세요시끄럽고빨리일해임마갑자기일이왜렇게많아졌어요제발새끼야책임지고일을오늘제딸오늘만봐주세요아니자네나가고싶어?자리에서해고시켜줘?아니부장님너무하신거아닙니까제가부장님뒷담했다고그러시는것다알아요자네나랑장난하자는건가?내가그리찌질한인간으로쓸데자빠졌어아주정확하게그사건이후로그러시는것알아요부장님다시는안그럴게요네!안돼겠다넌돈벌자격이없는것딸이불쌍하군저런이상한애비를만나서말다하셨어요?
600,600,기타 괴롭힘 대화,엄마다녀왔습니다야이미친년아지금몇시라고기어들어오는거야야자끝나고버스를하나어디다대고꼬박꼬박말대꾸야?죄송해요.근데엄마나내일까지학원비내야하는데이년아대학등록금도모자란데네학원비?없으니까네가알바라도해서오빠등록금도보태도학원도다니던지저년은저면상으로고개를어떻게들고모르겠어나는아드님얼굴만보면화가딱풀리는데아들엉덩이토닥토닥엄마그냥쟤공장다니라고하면안돼?나뒷바라지하라고그거좋은생각이다근처에숙식제공되는공장에넣어버려야저년안보고
601,601,기타 괴롭힘 대화,거기네무엇을도와드릴가요?어제구입한거환불좀하려는데요매장측에문의하시고연락주시면됩니다고객님카드로긁었으니전화했죠이름과생년월일본인확인하겠습니다뭐??카드번호면되는거아냐?반말은뭐라고요?내가언제?자꾸이러시면전화상담불가합니다고객님.매장에문의하세요173637337282282전표번호요죄송합니다.없습니다.
602,602,기타 괴롭힘 대화,이게뭐야?아나요즘취미로갑자기뜨개질?응하다보니마음도좀차분해지고온전히내시간이라는생각때문에괜찮더라구!이런거완벽하게만드는것보다내가여기에시간을쓰고좋더라구.그럼이거다풀어봐도돼?다시만드는것도의미있는거잖아아니그래도이건좀아니지않아?야하지마!다너를어차피많이만들지도않았는데해봐
603,603,기타 괴롭힘 대화,야돼지.지나간다나말이야?돼지가말도하네왜그래너뚱뚱한거맞잖아내가뚱뚱한거보태줬니?어?돼지운다애들아하지마하지마래하지마래너무해다들너무하대너무하대
604,604,갈취 대화,고객님의정보가유출되었습니다.번호로전화가오지않으셨습니까?네전화가했는데.어디로유출되었나요?고객님의인적사항이보이스피싱업체로넘어갔습니다.이를막지않으면고객님의계좌번호와같은추가정보가더유출될가능성이있어보입니다.네?추가로더유출된다고요?막으려면어떻게해야하는데요?정보유출의추가막아주는저희에게보내주시면저희가추가피해는수있습니다.아니어제부터전화가와서이상한이야기만하고이번호얼마나드리면되는데요?1000만원주시면추가피해도앞으로의유출도막아드릴작은가게하는사람이천만원이어디있어요?그만한돈은안되는데.아그러면저희는유출되는대해서는막아드릴수없고핸드폰도해킹되실가능성이있습니다아니나도주고싶지요.그만한돈이없는데해요
605,605,직장 내 괴롭힘 대화,뭐?이번주목연달아휴가를네집안사정으로인해서사용해야할듯합니다.너그때도집안일이라해놓고꿀휴무때만사용하더니이번에도연달아쉬려하네?아닙니다.제개인일도아닌집안일이라사용했습니다.뭘아니야야.그때휴무인데인스타보니까밖에잘만돌아다니더만그건모두마치고짧은제개인이번에도모두집안일아닌거네?이번프로젝트중요하니마치고가과장님프로젝트일정고려해서이번에사용하는겁니다.무슨말이이리많아.안된다고.이번에꼭사용해야합니다.안돼.그리알아.너그러고또놀러갈거뻔해.자리로돌아가.
606,606,갈취 대화,애플워치네대박좋아??진짜좋아.완전편해엄청비싼건데잘어울린다.이거하루만써보자진짜소원이었음.안돼.우리엄마가사준거야.친구한번빌려주자.나도애플워치라는걸좀안돼.이거깨지면다시사야한단말이야.그래서안된다고?나도착용해보고싶다고그래도.이거기스나면안돼.아니깨끗이쓰고돌려준다고수도있잖아.좋게끝내자.안되는데.꼭기스돌려줘
607,607,기타 괴롭힘 대화,누구야?무슨일이신가요손님?나사가나왔다고장난해?네?그게무슨말씀이신가요?여기먹물파스타에서나사가나온게말이돼?죄송합니다고객님.혹시의도적으로않으셨지요?제조할때나사를사용하지않아서요.뭐지금내가장난하는걸로보여?사람이응급실갈뻔했다고.죄송합니다.지금환불해주세요.더러워서못먹겠어.네.긁으셨던카드주시면다시처리해드리겠습니다.
608,608,기타 괴롭힘 대화,어이택시용호동가줘네아니이쪽길말고저리가야지이쪽길이빠릅니다하.내가이동네네비찍고가고있어요이새끼더받으려고돌아가는거보게무슨욕하지마세요대가리나빠서택시기사하는게어디서내리세요
609,609,기타 괴롭힘 대화,씨아무래도편의점알바를그만둬야겠어요.네?.사장님제가무슨잘못이라도했을까요?아니좀친절해야지맨날무뚝뚝한표정에화장도안하고나오고.하지만전적도없고재고청소도깔끔히하고계산도잘단순히그이유만으로그만둬야되나요.?아니그런불편사항이들어왔어너무무뚝뚝하다고좀웃고화장도하고친절해야지아.오늘까지만하고내일부터안나와도돼사장님이렇게자르신다구요?저도다른알바알아볼때까지기한을주셔야죠.손님불편사항으로당장처리해야하는데그럼어떡해?난모르겠고나오지이러기전에잘좀하던가.네알겠습니다.
610,610,갈취 대화,오늘까지가져오기로한돈준비했지?중학생인내가20만원이어디서나.뒤질래?가져온다며나엄마한테거짓말친학원비까지다줬잖아.그러면다른거짓말치면되잖아어떻게그래.아진짜말이안통하네너주머니랑다열어봐안돼!!있으면서왜거짓말치냐?돈있으니까안돼그돈은병원비란말이야!!!!!
611,611,기타 괴롭힘 대화,야저기지나간다어디?오거지!!!!!야저새끼봐라?못들은척하네?야!!!!!!!앞에가는거지새끼!!!이젠멀었냐!!어쭈?도망을가?하이새끼어이없네.니가튀어봤자튀냐?나부른줄몰랐어나줄몰랬어구라치네내가니이름도불렀는데못들었다고?거지새끼불렀잖아.난줄하이새끼어이없네.야너맨날후줄근하게다니잖아우리반에서거지가너말고또어딨냐?앞으로거지새끼하면넌줄알고똑바로튀어와진짜어이가없네너앞으로거지라고불렀는데반응안하면쳐맞을알아라.거지새끼가따박따박말대꾸나쳐하기는.
612,612,갈취 대화,야나오늘소개팅갈건데시계좀봐이시계는많이비싼데.빌려줄거같아내가니물은게아니잖아내놔중요한감당할수있겠어?그럼내일까지500만원준비해오던지.그건너무비싸잖아너정말왜너같은찐따한테이러는게문제야?말이너무심하잖아닥치고내일까지준비해와뒤지기싫으면
613,613,갈취 대화,내가정보다가지고있으니긴말안할테니까돈인당만원씩내놔그게뭔소리죠?혹시한번만설명해주실있나요?아니그니까고객개인정보를잘관리해야지어떻게마우스한번정보가다들어오냐횡제아.지금고객님들정보가또유출되면민감한대화로잘풀어보는건어떠신가요?너가무슨심리분석가야?그냥돈으로달라그러면돈으로그게.또돈으로드리면이상황이유출되어서언론에도나와기업신뢰도에도생길수있을뿐더러큰타격이올수있어서요.아그니까신뢰도고객개인정보는괜찮다?그래잘이해한거맞지?그럼그냥내가다른브로커한테과연기업신뢰도에문제가갈지잠시만요잠시만요저희이제점차기업입니다.한순간에망하게되면사람도많고여러생길수도원하시는방법있으시면협의하에그방향으로할수있도록해보겠습니다.음.그럼인당천원씩만줘그럼내가가지고있는고객정보싹지우고없었던일로하지알겠습니다협의하고다시드리겠습니다.그때까지기다려주십시오.
614,614,갈취 대화,야가진다내놔죄송해요저아무것도없어요거짓말하지마맞고줄래그냥줄래네드릴게요이거밖에어디서속여저진짜없어요안돼겠어넌반죽여놔야겠어알겠어요다드릴게요경찰에신고하면
615,615,직장 내 괴롭힘 대화,회사에1시간전에출근해서청소하고커피타라싫습니다왜그런부당한하십니까싫어?너는사원으로기본이안되어있어막내가커피타는건관례야관례라니저는납득을할수사회생활도안해봤냐윗사람에게싹싹하게구는것도사회생활이야너무하시네요저는커피나탈려고이회사에입사한게아닙니다우리의요구를거부하면어떻게똑똑히제가뭘그렇게나무라십니까야상사가말하는데어디서따박따박말대답이야정말잘못도너무하십니다
616,616,기타 괴롭힘 대화,야최민우김대영둘이싸우면이기냐?어.?심심한데니네둘이이리와봐.맞짱뜨면누가이기나좀보자.싸울일아니.누가일있어서싸우랬냐?그냥내가심심하니까찐따둘이재미만들어달라는거지할래.쳐맞을래쟤랑싸울래내가왜그래야하는데.아이씨진짜찐따새끼가말이그냥좀싸워보라고.싸우기싫으면뭐내가한대씩쳐줘?아니야.미안해.할게때리지마.
617,617,협박 대화,야니가먼저문자하고문자안읽어?너각오하는좋을거야내가이래서너랑만나기힘들다는거야이제너랑끝내고싶어너원하는대로안될걸?너그날밤알지?내가그영상니친구들한테보내버릴거야왜그러는거야내가찍으라고동의한적도헤어지자는걸로이러는것도무서워무서우면애초에내말대로잘따랐어야지이거그대로신고할거야영상유포하기만나진짜못넘어가나이제잃을거없어너나잃을게많겠지진짜미안해진짜로나그거유포되면인생끝나너가나한테한마디상의도헤어지자할때부터내인생은끝났어다른사이트에다뿌렸고이제친구한테보내는것만남았네왜하나도없어제발말로너도알잖아애초에말로해서될애아니라는거멋대로행동한결과받아드려뭐없을거같아?나도너가이러고다니는거너부모님께다말할거야끝까지정신못차리는구만너지금내가어디일거같아?너본가다그게뭔소리야?뭘하려는거야아버지혼자계시네봐니가못차리고입으로만떠든결과를오늘이헤어진날이자아버님기일이뭐라고?협박도너가먼저부모님은건들지마무슨죄가있으시다고그래무슨죄라.뭐게죄라고할수있겠지.지금까지고맙고내가아프지않게잘보내드릴게조금은깔끔하게보내드려야지예의니까.너도반성하기를바랄게
618,618,직장 내 괴롭힘 대화,민정씨다음주에저지방출장있는거알죠?예알고있습니다.내가개인적으로일이좀생겼는데대신가줄수있어요?네?아저도그날일이있어서안될같습니다.아그일다음번으로미루고대신좀저도중요한중요한게있나요?죄송합니다.그렇게나오신다상사부탁인데도?부장님왜됐습니다가지마세요.회사생활하는데많은어려움이있을겁니다.부장님.이부탁을거절한걸후회하게
619,619,기타 괴롭힘 대화,야너다니냐왜?뭐가?무슨게이도아니고그꼴이뭐냐내가뭐했다고?말이심하잖아아니하는꼬라지랑행동이좀게이같잖아말이너무심하다너는뭐다니는줄알아?어나는잘하고다니는데?내친구도너보더니게이같다고손절하라던데뭐라구?너가소리듣기싫으면바꿔
620,620,협박 대화,너.김디귿이랑바람폈냐.?.?무슨말도안되는소리야.그럼도대체이건다뭔데!!그걸.똑바로말해.김디귿이새끼도대체누군데!!!!!나도잘모르는사람이야.진정해봐.장모님께다말씀드릴거야.절대말하지마말하면나뛰어내릴거야지금뭐하는짓이야!말하기만!!!!!!!나죽을거야
621,621,갈취 대화,어이아저씨.그거밥어디서노인정에대학생들봉사활동왔씨유.반찬참맛있어보이네.대학생들이일을하는기지.근데어쩌나.다같던데.그래요?참고마운사람들이네.넉넉히좀준비해오지.노숙자들이다몰려드니별아저씨.아저씨도불우이웃한테기부좀해봐요.무슨소리여?아한좀알아들을순없나?내놓으라고그거.나도굶었서야.이러지말어.평생못먹게해줘?그거내놔.
622,622,협박 대화,오랜만이다.나기억해?누구시죠?아니왜니가내가사람죽이는거봤다해서나감방정말안나?안날리가없을텐데저기왜전화하셨어요?왜전화했을것같아요?정말이렇게될거란생각안해봤어?언제까지지켜줄거라생각했는데됬고조만간찾아갈테니까기다려.살려주세요.제가잘못했어요.니가뭘잘못한거지.잘못한아니라그냥운이안좋았던거지.정말사과드립니다.정말죄송합니다.야사과하지말라했지?사람말이말같지않아?넌쉽게죽을마.누구땜에감방에서이렇게전과자라취직도안되요더러운세상걍이렇게만든놈들다죽이고감방에서사는게훨씬편해.너부터죽자.경찰에신고하면당신쉽게잡을수있어.어디한해봐.먼저내가먼저잡히나해보자고.펜치랑망치들고다왔으니까문열어놔라
623,623,협박 대화,일은너가맡도록해.예?저번에도하지않았습니까.그래서안할거야?좀힘들것같습니다.니자식들목숨이내하나에달려있다는거잊었나보구나?제발제자식들만큼은말아주세요.나도내가니자식들안건드렸으면좋겠어예.제가이번일맡겠습니다.좋은가장이돼야지예.
624,624,직장 내 괴롭힘 대화,들었어?네?앞으로나오지말라고.네?너같은답답한나는일못하니까이제출근하지말라고.죄송합니다.너는그냥인간패배자야.죄송합니다.죄송은무슨짐싸.느려터져가지고.눈치도
625,625,갈취 대화,그거뭐냐?아무것도아니야아니긴?이리줘봐돌려줘!이거신상아니야어머니가생일선물로주신거야!야잠깐만빌리자달라니까!내가지금이거잠깐게
626,626,기타 괴롭힘 대화,이거환불해주세요여기있어요환불?왜?웬만하면쓰지네?아니구입했는데알고보니있는물건이더라고요아휴귀찮게됐네네?지금뭐라고하셨어요?그리고반말하시는거예요?반말하면안봐도내아들나이구만아드님이시고요.저는손님이잖아요손님이면손님은왕이다이거야?재수가없으려니.뭐라고요?본사에걸거예요.컴플레인?걸어뭐어쩌라고.환불못해줘당장나가
627,627,직장 내 괴롭힘 대화,야안대리겨우이것밖에안돼?일처리를겨우그만큼하면어쩌자는거야아니처리시간을겨우요만큼만줘놓고그걸그만큼어떻게새끼야나한테지금대드는거야아죄송합니다.제가순간욱하는바람에죽을졌습니다.필요없어새끼야나니같은대리필요없으니알아봐죄송합니다.저이회사밖에없습니다.저나가면가족들다다힘들어져요야그게나랑뭔상관이야니엄마아빠가죽든관심도없어죄송합니다죄송합니다죄송합니다나한테말고니성격그렇게유전시킨부모나원망해새끼야
628,628,기타 괴롭힘 대화,야너는그렇게생겨서어떻게얼굴들고다니냐?그니까.쪽팔려서자살했다.걍자살하는게어때?너희한테피해준거그냥신경좀꺼줘.피해준게없다니니얼굴을볼때마다구역질이나와서피해받고있는데.그리고냄새뒤지게나는거알지?제발씻고다녀라.니별명이인간쓰레기통인거알고는있냐?그래제발좀가주라.없어서불쌍해서말걸어줬더니이딴식으로나오네그러니까친구가없지.불쌍해라.
629,629,협박 대화,내가자네말만듣고투자했다가우리식구들다길바닥행이네미안하네나도이럴줄몰랐네됐네미안하단말은필요없네내가일부러그런것도않은가그냥던진개구리맞아죽는다고내가그짝이야이미벌어진일어쩌겄는가말참쉽게하네자네나는이대로못가네그럼어쩔셈인가내가돈대신자네몸에있는거라도떼가야겠네그거라도팔면돈좀생기지않겠는가?제정신인가?제정신일수가전재산을다날리고나도이렇게까지하고싶지는않았다네
630,630,협박 대화,야진짜죄송합니다내가만만하지?니네부모까지확갈라버린다.건들지말아주세요꼭그때까지마련하겠습니다칼로썰려서뒤지기그때까지마련해.죄송합니다.제발.닥치고준비하라면하라고!!!!!!죄송합니다알겠습니다알리면쥐도모르게알리는유포한다.알았냐?쌍년이쳐돌았나.네
631,631,기타 괴롭힘 대화,야얘이쪽손가락세개밖에없다엥손가락이세개밖에없을수가봐봐하지마.우와진짜손가락개네.너그러면장애인?그럼너는이거뭐라고불러?중지새끼?야왜그래.검지중지지.뭘모르네하지마.왜그래.아미안미안
632,632,갈취 대화,너반지예쁘다용돈모아샀어나한번만껴볼게그래그래예쁘다하루만빌려주라이거비싼거라.우리사이에??그래도.야야됐어삐쳤니?
633,633,협박 대화,넌진짜일단맞자아진짜왜그러냐조금실수한거갖고왜그래그게조금이냐몰라일단쳐맞으면정시차리겠지근디옆얘동생있잖아알지?알지좀고?미안해동생은그냥냅둬일단쳐맞자
634,634,직장 내 괴롭힘 대화,수아씨잠깐탕비실에서저봐요.네?무슨일이세요.선배가말하면그냥올것이지뭐이리말이죄송합니다가겠습니다저번에거래처갈때나한테왜그랬어요?네?무슨말씀이신지그러네진짜본인이싸가지없는거아나?땐제가잘못한게없는같은데요.선배한테말투가정상인가?그저있는그대로말씀드리는것뿐입니다.
635,635,기타 괴롭힘 대화,애너는이거를잡채라고왜요어머니입맞에안맞으세요?아주그냥잡채가아니라쇠심줄같이질기다한다고했는데죄송해요.아휴무슨생일상을차려준다고.좋아하실줄알았어요.이거를보고좋아할사람이어딨니?아됐다애내가무슨너같은생일상을받는다고말지지금이라도
636,636,갈취 대화,어이거기네?아주무겁겠어네?반짝반짝하는것이무거울까봐걱정되서글지왜그러세요내가무거울까봐걱정마제거에요.그러지마세요금팔찌에비해팔목이가늘잖아.내가걱정돼서그래아아팔이아파요놔주세요그러니까그냥내놔
637,637,갈취 대화,어이거기학생네?미안한데돈좀줄수돈없는데요.빨리.없는데요.뒤져서나오면?네?빨리내놔네여기요
638,638,기타 괴롭힘 대화,너는왜그렇게이기적이야?응?아니솔직히말하면너너무자기중심적인거알아?응.그러니까친구가뭐잘못했어?그런것쯤은네가알아서생각해야하는거넌누가말해줘야그런걸아니?미안한데진짜왜그래?어이가없다.왜그모양이야?내가너랑놀아준다고우리친구라고생각하는건아니지?갑자기왜이러는지모르겠어.내가뭘모르면공부하고와내가왜이러는지.하여튼처음볼때부터넌마음에안들었어.
639,639,갈취 대화,친구야나노래방그런데왜.용돈이딱떨어졌네이게몇번째야에이친구끼리왜그래이제그만좀해너무잘살잖아정말나쁜거야가지고쪼잔하게구네학교생활피곤하고싶냐?2만원만줄게
